sex,age,age_cat,race,juv_fel_count,g_decile_score,juv_misd_count,juv_other_count,c_jail_days,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score,score_text,v_decile_score,v_score_text,priors_count,start,end,event,two_year_recid
Female,30,25 - 45,African-American,0,3,0,0,1,5,F,0,0,3,Low,3,Low,4,0,8,0,0
Male,40,25 - 45,Caucasian,0,2,0,0,22,0,F,0,0,2,Low,1,Low,0,22,1087,0,0
Female,52,Greater than 45,African-American,0,1,0,0,2,1,F,0,0,1,Low,1,Low,0,1,805,0,0
Male,23,Less than 25,African-American,1,9,0,1,34,1,F,0,0,9,High,10,High,3,33,985,0,0
Female,26,25 - 45,African-American,0,2,0,0,1,1,M,0,0,2,Low,2,Low,1,0,935,0,0
Male,22,Less than 25,Caucasian,0,8,1,0,20,1,F,1,0,8,High,6,Medium,1,19,79,0,1
Male,42,25 - 45,Caucasian,0,4,0,0,1,0,F,0,0,4,Low,2,Low,3,1,1030,0,0
Male,23,Less than 25,African-American,0,10,3,1,136,1,F,1,0,10,High,6,Medium,6,666,1001,1,1
Male,33,25 - 45,Other,0,3,0,0,2,1,F,1,0,3,Low,2,Low,4,1,58,0,1
Male,28,25 - 45,African-American,0,3,0,0,2,1,F,0,0,3,Low,2,Low,1,1,808,0,0
Female,37,25 - 45,Caucasian,0,4,0,0,0,154,M,0,0,4,Low,2,Low,4,0,1130,0,0
Male,50,Greater than 45,Caucasian,0,1,0,0,1,847,F,1,0,1,Low,1,Low,1,0,746,1,0
Male,38,25 - 45,Native American,0,10,0,1,8,172,M,1,0,10,High,7,Medium,25,0,415,1,1
Male,32,25 - 45,African-American,0,7,0,0,1,1,F,0,0,7,Medium,2,Low,1,0,762,0,0
Male,24,Less than 25,Hispanic,0,6,0,0,98,1,F,1,0,6,Medium,6,Medium,3,97,483,1,1
Male,51,Greater than 45,African-American,0,2,0,0,1,1,F,0,0,2,Low,1,Low,3,0,793,0,0
Male,19,Less than 25,Caucasian,0,4,0,0,1,1,M,1,0,4,Low,7,Medium,1,0,83,1,1
Male,32,25 - 45,African-American,0,5,0,0,108,0,F,0,0,5,Medium,2,Low,4,108,892,0,0
Female,31,25 - 45,Caucasian,0,3,0,0,0,23,F,1,0,3,Low,3,Low,1,0,72,0,1
Female,29,25 - 45,African-American,0,5,0,0,180,146,F,0,0,5,Medium,4,Low,1,0,7,0,0
Male,43,25 - 45,Hispanic,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,923,0,0
Male,26,25 - 45,African-American,0,7,0,0,11,1,F,1,1,7,Medium,7,Medium,9,10,90,0,1
Male,27,25 - 45,Caucasian,0,10,0,0,28,1,F,1,0,10,High,5,Medium,0,27,244,1,1
Male,52,Greater than 45,Caucasian,0,1,0,0,3,1,F,1,0,1,Low,1,Low,1,2,33,1,1
Male,27,25 - 45,Hispanic,0,1,0,0,1,1123,M,0,0,1,Low,2,Low,1,0,760,0,0
Female,57,Greater than 45,Hispanic,0,2,0,0,1,8,M,0,0,2,Low,1,Low,1,0,1054,0,0
Male,28,25 - 45,African-American,0,6,0,0,2,1,M,1,0,6,Medium,3,Low,3,1,7,1,1
Male,32,25 - 45,African-American,0,1,0,0,3,1,F,1,1,1,Low,2,Low,3,2,203,1,1
Male,27,25 - 45,African-American,0,3,0,0,0,12,M,1,0,3,Low,2,Low,5,0,242,1,1
Male,45,Greater than 45,Hispanic,0,1,0,0,3,1,M,1,0,1,Low,1,Low,0,2,108,1,1
Female,42,25 - 45,Caucasian,0,1,0,0,0,0,M,0,0,1,Low,1,Low,0,0,864,0,0
Male,33,25 - 45,African-American,0,2,0,0,1,1,F,1,0,2,Low,1,Low,0,0,367,1,1
Male,26,25 - 45,Caucasian,0,4,0,0,19,52,M,1,1,4,Low,4,Low,4,0,781,1,0
Female,28,25 - 45,Caucasian,0,4,0,1,45,1,M,0,0,4,Low,3,Low,3,44,792,0,0
Female,53,Greater than 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,844,0,0
Male,24,Less than 25,Caucasian,0,2,0,0,1,1,F,0,0,2,Low,3,Low,0,0,1084,0,0
Male,28,25 - 45,Hispanic,0,2,0,0,9,9,F,0,0,2,Low,2,Low,1,0,1151,0,0
Male,28,25 - 45,Hispanic,0,5,0,0,2,1,F,0,0,5,Medium,4,Low,1,1,54,0,0
Male,39,25 - 45,African-American,0,7,0,1,36,1,M,1,0,7,Medium,4,Low,6,35,87,1,1
Male,22,Less than 25,African-American,0,7,0,0,0,1,F,1,0,7,Medium,6,Medium,1,0,20,1,1
Male,46,Greater than 45,African-American,0,2,0,0,9,0,F,1,0,2,Low,2,Low,2,9,91,1,1
Male,25,25 - 45,African-American,0,2,0,0,1,0,M,0,0,2,Low,4,Low,0,1,847,0,0
Male,52,Greater than 45,Caucasian,0,5,0,0,4,4696,F,0,0,5,Medium,3,Low,1,0,953,0,0
Male,28,25 - 45,African-American,0,2,0,0,1,1,M,1,1,2,Low,3,Low,4,0,20,1,1
Female,57,Greater than 45,Caucasian,0,1,0,0,2,4,F,1,0,1,Low,1,Low,1,0,434,1,1
Male,49,Greater than 45,African-American,0,1,0,0,1,1,F,1,0,1,Low,1,Low,3,0,270,1,1
Male,21,Less than 25,African-American,0,9,0,0,1,1,F,1,1,9,High,6,Medium,2,0,49,1,1
Male,32,25 - 45,African-American,0,10,0,0,15,1,F,1,1,10,High,10,High,19,14,140,1,1
Male,63,Greater than 45,African-American,0,9,0,0,220,2302,M,0,0,9,High,1,Low,3,219,1116,0,0
Male,29,25 - 45,Caucasian,0,3,0,0,2,1,F,0,0,3,Low,3,Low,2,2,1165,0,0
Male,46,Greater than 45,African-American,0,1,0,0,1,0,M,0,0,1,Low,1,Low,0,1,923,0,0
Male,23,Less than 25,African-American,0,10,0,0,45,45,F,1,1,10,High,8,High,5,0,63,1,1
Male,28,25 - 45,African-American,0,7,0,0,1,1,M,1,0,7,Medium,5,Medium,10,0,68,1,1
Male,27,25 - 45,African-American,0,2,0,0,3,3,F,0,0,2,Low,3,Low,1,0,590,0,0
Female,69,Greater than 45,Hispanic,0,1,0,0,0,1,M,0,0,1,Low,1,Low,0,0,774,0,0
Male,47,Greater than 45,Hispanic,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,732,0,0
Male,45,Greater than 45,Hispanic,0,3,0,0,128,1,F,0,0,3,Low,3,Low,1,127,1052,0,0
Female,33,25 - 45,Caucasian,0,1,0,0,0,0,M,0,0,1,Low,1,Low,1,0,798,0,0
Female,27,25 - 45,Hispanic,0,2,0,0,1,0,M,1,0,2,Low,2,Low,0,1,344,1,1
Male,47,Greater than 45,Caucasian,0,5,0,0,32,59,F,1,0,5,Medium,6,Medium,4,0,617,1,1
Male,32,25 - 45,African-American,0,9,0,0,2,1,F,1,1,9,High,6,Medium,14,1,413,0,1
Male,24,Less than 25,African-American,0,7,0,0,1,1,F,0,0,7,Medium,5,Medium,2,0,317,0,0
Male,26,25 - 45,African-American,0,10,0,0,3,1,F,1,0,10,High,8,High,5,2,78,1,1
Male,47,Greater than 45,Hispanic,0,4,0,0,1,4,M,0,0,4,Low,1,Low,0,0,907,0,0
Male,25,25 - 45,Caucasian,0,5,0,0,1,1,F,0,0,5,Medium,3,Low,1,0,257,0,0
Male,21,Less than 25,African-American,0,8,0,0,109,1,F,0,0,8,High,7,Medium,1,108,860,0,0
Male,25,25 - 45,African-American,0,2,0,0,1,1,M,1,0,2,Low,3,Low,2,0,253,1,1
Male,22,Less than 25,African-American,1,7,1,0,2,1,F,1,1,7,Medium,5,Medium,6,1,103,1,1
Female,26,25 - 45,Caucasian,0,6,0,0,1,1,F,0,0,6,Medium,6,Medium,0,0,1170,0,0
Male,20,Less than 25,Caucasian,0,4,0,0,1,1,F,0,0,4,Low,6,Medium,0,0,752,0,0
Male,30,25 - 45,African-American,0,5,0,0,2,1,M,1,0,5,Medium,3,Low,1,1,317,1,1
Male,45,Greater than 45,African-American,0,5,0,0,1,3,F,1,0,5,Medium,4,Low,0,0,145,1,1
Male,33,25 - 45,African-American,0,7,0,0,79,1,F,1,1,7,Medium,9,High,7,79,194,1,1
Male,35,25 - 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,2,Low,2,0,787,0,0
Male,41,25 - 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,5,0,857,0,0
Male,23,Less than 25,Caucasian,0,3,0,0,2,0,M,0,0,3,Low,5,Medium,0,2,1171,0,0
Female,21,Less than 25,Caucasian,0,5,1,0,1,1,M,1,0,5,Medium,5,Medium,0,0,24,1,1
Male,54,Greater than 45,African-American,0,1,0,0,2,1,F,0,0,1,Low,1,Low,0,1,1133,0,0
Male,27,25 - 45,African-American,0,6,0,0,1,1,F,1,0,6,Medium,8,High,10,0,337,1,1
Male,22,Less than 25,Caucasian,0,3,0,0,1,5,M,0,0,3,Low,5,Medium,0,0,97,0,0
Female,21,Less than 25,Hispanic,0,7,0,0,1,1,M,1,0,7,Medium,7,Medium,0,0,428,1,1
Male,23,Less than 25,African-American,0,6,0,0,6,1,F,1,0,6,Medium,5,Medium,2,5,13,1,1
Male,30,25 - 45,Hispanic,0,1,0,0,8,9,M,0,0,1,Low,2,Low,1,0,836,0,0
Male,36,25 - 45,African-American,0,8,0,0,19,20,M,1,0,8,High,3,Low,5,0,121,0,1
Female,24,Less than 25,Hispanic,0,6,0,0,1,179,F,1,1,6,Medium,3,Low,2,0,48,1,1
Male,29,25 - 45,African-American,0,7,0,1,23,1,F,1,0,7,Medium,5,Medium,10,22,377,1,1
Male,54,Greater than 45,African-American,0,5,0,0,79,1,M,1,1,5,Medium,4,Low,4,78,79,1,1
Male,22,Less than 25,Caucasian,0,5,0,0,14,1,M,1,1,5,Medium,6,Medium,2,13,179,1,1
Male,38,25 - 45,Caucasian,0,1,0,0,4,64,F,0,0,1,Low,1,Low,2,0,84,0,0
Male,26,25 - 45,African-American,0,4,0,0,1,1,M,1,1,4,Low,3,Low,0,0,4,1,1
Female,20,Less than 25,African-American,0,4,0,0,1,1,F,0,0,4,Low,6,Medium,0,0,780,0,0
Male,56,Greater than 45,Hispanic,0,1,0,0,0,,M,0,0,1,Low,1,Low,0,0,1087,0,0
Male,52,Greater than 45,African-American,0,1,0,0,2,0,M,1,0,1,Low,1,Low,6,2,682,1,1
Male,29,25 - 45,African-American,0,1,0,0,2,1,F,0,0,1,Low,2,Low,0,1,209,0,0
Female,23,Less than 25,African-American,0,7,0,0,18,18,M,0,0,7,Medium,5,Medium,6,0,837,0,0
Male,35,25 - 45,African-American,0,1,0,0,9,1,M,0,0,1,Low,1,Low,1,8,800,0,0
Male,32,25 - 45,Caucasian,0,9,0,0,1,4,F,1,0,9,High,10,High,8,0,215,0,1
Male,21,Less than 25,African-American,0,7,0,0,1,18,M,1,1,7,Medium,6,Medium,1,0,30,1,1
Male,25,25 - 45,Hispanic,0,3,0,0,1,1,F,0,0,3,Low,6,Medium,0,0,906,0,0
Male,32,25 - 45,African-American,0,2,1,0,0,0,M,1,0,2,Low,2,Low,5,0,674,1,1
Male,30,25 - 45,African-American,0,4,0,0,1,1,M,1,0,4,Low,2,Low,4,0,219,1,1
Female,30,25 - 45,African-American,0,4,0,0,26,1,F,0,0,4,Low,4,Low,3,25,810,0,0
Male,23,Less than 25,African-American,0,7,0,0,6,1,F,1,1,7,Medium,6,Medium,2,5,530,1,1
Male,32,25 - 45,Caucasian,1,4,0,0,2,2,F,1,0,4,Low,4,Low,8,0,877,1,0
Male,52,Greater than 45,Caucasian,0,1,0,0,2,111,F,0,0,1,Low,1,Low,1,0,771,0,0
Male,29,25 - 45,African-American,0,10,0,0,40,1,F,1,0,10,High,9,High,6,39,257,1,1
Male,42,25 - 45,Caucasian,0,1,0,0,0,0,M,0,0,1,Low,1,Low,0,0,959,0,0
Male,21,Less than 25,African-American,0,8,0,1,1,1,F,1,0,8,High,9,High,0,1,170,1,1
Female,36,25 - 45,Caucasian,0,9,0,0,168,144,F,1,0,9,High,3,Low,4,0,110,0,1
Female,22,Less than 25,African-American,0,3,0,0,1,2,M,0,0,3,Low,4,Low,0,0,816,0,0
Male,45,Greater than 45,Hispanic,0,1,0,0,47,1,F,0,0,1,Low,2,Low,2,46,1161,0,0
Male,29,25 - 45,African-American,0,2,0,0,1,1,M,0,0,2,Low,3,Low,0,0,873,0,0
Male,54,Greater than 45,African-American,0,2,0,0,0,1173,M,0,0,2,Low,3,Low,2,0,935,0,0
Male,30,25 - 45,African-American,0,5,0,0,3,1,F,1,1,5,Medium,3,Low,6,2,132,0,1
Male,51,Greater than 45,African-American,0,4,0,0,0,1,M,0,0,4,Low,1,Low,17,0,891,0,0
Male,45,Greater than 45,Hispanic,0,3,0,0,2,0,F,1,0,3,Low,1,Low,20,2,703,1,1
Male,27,25 - 45,African-American,0,3,0,0,302,90,F,1,1,3,Low,2,Low,3,0,85,1,1
Male,24,Less than 25,Hispanic,0,2,0,0,14,253,F,1,0,2,Low,4,Low,1,0,190,0,1
Male,24,Less than 25,Caucasian,0,6,0,0,0,27,F,0,0,6,Medium,5,Medium,2,0,30,0,0
Male,23,Less than 25,African-American,0,7,0,0,5,1,M,0,0,7,Medium,6,Medium,2,4,1152,0,0
Female,42,25 - 45,Other,0,3,0,0,14,1,M,0,0,3,Low,2,Low,2,0,496,0,0
Male,36,25 - 45,African-American,0,4,0,0,1,1,F,0,0,4,Low,2,Low,5,0,841,0,0
Female,38,25 - 45,African-American,0,7,1,0,0,1,M,1,1,7,Medium,4,Low,8,0,386,1,1
Male,69,Greater than 45,Hispanic,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,732,0,0
Male,21,Less than 25,Hispanic,0,5,0,1,2,4,F,1,0,5,Medium,6,Medium,1,0,528,1,1
Male,59,Greater than 45,Hispanic,0,1,0,0,1,7604,M,0,0,1,Low,1,Low,1,0,1070,0,0
Male,39,25 - 45,African-American,0,6,0,0,5,9,F,0,0,6,Medium,1,Low,1,0,808,0,0
Male,29,25 - 45,African-American,0,6,0,0,38,1,F,0,0,6,Medium,3,Low,2,37,1061,0,0
Male,22,Less than 25,Hispanic,0,7,0,0,2,1,M,1,0,7,Medium,5,Medium,1,2,141,0,1
Male,28,25 - 45,African-American,0,4,0,0,0,2183,F,0,0,4,Low,6,Medium,1,0,775,0,0
Male,44,25 - 45,Caucasian,0,3,0,0,0,1,F,0,0,3,Low,1,Low,6,0,1106,0,0
Male,25,25 - 45,African-American,0,5,0,0,58,1,F,0,0,5,Medium,6,Medium,2,57,744,0,0
Male,31,25 - 45,African-American,0,10,0,0,0,0,F,0,0,10,High,10,High,0,0,802,0,0
Male,35,25 - 45,African-American,0,7,1,0,2,1,M,1,1,7,Medium,2,Low,17,1,39,0,1
Male,27,25 - 45,African-American,0,10,0,0,2,1,M,1,0,10,High,9,High,11,1,0,0,1
Male,33,25 - 45,African-American,0,5,0,0,2,1,F,0,0,5,Medium,4,Low,1,2,860,0,0
Male,28,25 - 45,African-American,0,9,0,0,1,1,F,1,0,9,High,6,Medium,6,0,95,1,1
Male,20,Less than 25,African-American,1,10,0,1,2,50,F,1,1,10,High,10,High,1,0,24,1,1
Male,60,Greater than 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,1,0,760,0,0
Male,53,Greater than 45,Hispanic,0,1,0,0,1,0,M,0,0,1,Low,1,Low,0,1,803,0,0
Male,51,Greater than 45,Hispanic,0,1,0,0,1,1,F,1,0,1,Low,1,Low,0,1,43,1,1
Male,25,25 - 45,Hispanic,0,2,0,0,32,106,F,0,0,2,Low,3,Low,1,0,842,0,0
Male,27,25 - 45,African-American,2,7,1,0,203,168,F,1,1,7,Medium,8,High,5,0,75,1,1
Female,54,Greater than 45,African-American,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,837,0,0
Female,26,25 - 45,African-American,0,5,0,1,1,7,M,0,0,5,Medium,5,Medium,3,0,813,0,0
Male,24,Less than 25,Caucasian,1,4,2,0,2,1,M,0,0,4,Low,5,Medium,3,1,758,0,0
Male,55,Greater than 45,Hispanic,0,2,0,0,1,1,F,1,0,2,Low,1,Low,1,1,22,1,1
Male,26,25 - 45,Hispanic,0,3,0,0,2,1,F,0,0,3,Low,3,Low,0,1,49,0,0
Female,75,Greater than 45,African-American,0,1,0,0,1,1,F,0,0,1,Low,1,Low,5,0,974,0,0
Male,36,25 - 45,African-American,0,5,0,0,0,0,F,1,0,5,Medium,3,Low,16,0,189,1,1
Male,56,Greater than 45,African-American,0,3,0,0,72,106,F,0,0,3,Low,3,Low,8,0,864,0,0
Male,34,25 - 45,Other,0,2,0,0,2,1,F,1,0,2,Low,2,Low,0,1,367,0,1
Female,25,25 - 45,African-American,0,7,0,0,47,2,M,1,0,7,Medium,7,Medium,5,46,86,1,1
Male,46,Greater than 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,1103,0,0
Male,27,25 - 45,African-American,0,2,0,0,7,0,F,0,0,2,Low,5,Medium,1,7,1168,0,0
Male,24,Less than 25,African-American,0,6,0,0,0,458,M,0,0,6,Medium,6,Medium,1,0,787,0,0
Male,28,25 - 45,African-American,0,3,0,0,0,1,M,1,0,3,Low,2,Low,3,0,269,1,1
Male,42,25 - 45,African-American,1,8,0,1,1,1,M,1,0,8,High,6,Medium,13,0,186,1,1
Male,59,Greater than 45,African-American,0,1,0,0,0,1,M,0,0,1,Low,1,Low,2,0,1068,0,0
Male,39,25 - 45,Caucasian,0,1,0,0,15,15,F,0,0,1,Low,1,Low,1,0,833,0,0
Male,46,Greater than 45,Caucasian,0,4,0,0,12,1,M,0,0,4,Low,1,Low,5,11,1078,0,0
Male,25,25 - 45,Other,0,2,0,0,1,11,F,0,0,2,Low,3,Low,1,0,1172,0,0
Male,55,Greater than 45,Caucasian,0,1,0,0,2,1,F,0,0,1,Low,1,Low,2,1,925,0,0
Male,35,25 - 45,African-American,0,10,0,0,1,4,M,1,0,10,High,5,Medium,1,0,58,1,1
Male,43,25 - 45,African-American,0,1,0,0,1,1,M,1,1,1,Low,1,Low,0,0,256,1,1
Female,53,Greater than 45,Caucasian,0,1,0,0,1,0,M,0,0,1,Low,1,Low,0,1,785,0,0
Female,21,Less than 25,African-American,0,5,0,0,1,1,M,0,0,5,Medium,6,Medium,0,0,826,0,0
Male,55,Greater than 45,African-American,0,10,0,0,26,1,F,1,0,10,High,4,Low,17,25,419,1,1
Male,27,25 - 45,African-American,0,3,0,0,1,1,F,1,0,3,Low,3,Low,1,0,56,1,1
Male,40,25 - 45,African-American,0,1,0,0,2,1,F,0,0,1,Low,1,Low,0,1,1089,0,0
Female,37,25 - 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,755,0,0
Male,32,25 - 45,Caucasian,0,2,0,0,5,1,M,1,0,2,Low,2,Low,2,4,86,0,1
Male,32,25 - 45,African-American,0,2,0,0,2,1,M,0,0,2,Low,2,Low,2,1,965,0,0
Male,36,25 - 45,African-American,0,5,0,0,3,1,M,1,0,5,Medium,3,Low,4,2,79,1,1
Male,22,Less than 25,Hispanic,0,3,0,0,1,1,M,0,0,3,Low,5,Medium,0,0,422,0,0
Female,31,25 - 45,African-American,0,8,0,0,2,1,F,0,0,8,High,5,Medium,0,1,927,0,0
Female,26,25 - 45,African-American,0,7,0,0,1,0,F,1,0,7,Medium,5,Medium,4,1,158,1,1
Female,50,Greater than 45,Caucasian,0,6,0,0,4,1,M,1,0,6,Medium,3,Low,30,3,13,1,1
Male,47,Greater than 45,African-American,0,3,0,0,0,0,F,0,0,3,Low,2,Low,4,0,1098,0,0
Male,36,25 - 45,African-American,0,3,0,0,1,2,F,1,0,3,Low,1,Low,2,0,491,0,0
Female,38,25 - 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,875,0,0
Male,35,25 - 45,Other,0,1,0,0,2,1,F,0,0,1,Low,1,Low,0,1,750,0,0
Male,53,Greater than 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,837,0,0
Male,53,Greater than 45,African-American,0,3,0,0,1,1,F,0,0,3,Low,1,Low,2,0,1118,0,0
Male,57,Greater than 45,African-American,0,7,0,0,118,1,F,0,0,7,Medium,4,Low,19,117,892,0,0
Male,22,Less than 25,African-American,0,8,0,0,19,1,F,1,0,8,High,5,Medium,5,18,194,0,1
Male,21,Less than 25,African-American,0,10,0,0,1,5,F,1,1,10,High,9,High,0,0,51,1,1
Male,26,25 - 45,African-American,0,3,0,0,1,1,F,1,0,3,Low,3,Low,0,0,256,1,1
Female,24,Less than 25,African-American,0,3,0,0,14,35,F,1,0,3,Low,4,Low,1,0,279,0,0
Male,27,25 - 45,African-American,0,5,0,0,21,1,F,0,0,5,Medium,4,Low,2,20,782,0,0
Female,49,Greater than 45,Caucasian,0,5,0,0,4,1,F,0,0,5,Medium,1,Low,4,4,1042,0,0
Male,47,Greater than 45,Caucasian,0,3,0,0,1,1,F,1,1,3,Low,1,Low,1,0,528,1,1
Male,30,25 - 45,African-American,0,10,0,0,2,1,F,1,0,10,High,5,Medium,8,1,10,1,1
Male,44,25 - 45,Caucasian,0,1,0,0,0,0,F,0,0,1,Low,1,Low,3,0,1098,0,0
Male,34,25 - 45,African-American,0,1,0,0,2,17,F,0,0,1,Low,1,Low,1,0,1026,0,0
Male,45,Greater than 45,African-American,0,3,0,0,1,1,F,1,0,3,Low,1,Low,10,0,706,1,1
Male,38,25 - 45,Hispanic,0,4,0,0,1,1,F,0,0,4,Low,5,Medium,0,0,840,0,0
Male,50,Greater than 45,Caucasian,0,1,0,0,0,1,M,0,0,1,Low,1,Low,2,0,1184,0,0
Male,29,25 - 45,Caucasian,0,6,0,0,0,1,M,0,0,6,Medium,4,Low,1,0,745,0,0
Male,26,25 - 45,Caucasian,0,4,0,0,0,0,F,0,0,4,Low,4,Low,0,0,1070,0,0
Male,44,25 - 45,Hispanic,0,1,0,0,0,870,M,0,0,1,Low,1,Low,2,0,854,0,0
Female,22,Less than 25,African-American,0,6,0,0,1,1,F,1,0,6,Medium,6,Medium,1,0,105,0,1
Male,47,Greater than 45,Hispanic,0,1,0,0,1,0,M,0,0,1,Low,1,Low,0,1,1092,0,0
Male,49,Greater than 45,Caucasian,0,1,0,0,0,0,F,0,0,1,Low,1,Low,0,0,867,0,0
Male,49,Greater than 45,African-American,0,3,0,0,19,0,F,1,1,3,Low,1,Low,1,19,76,1,1
Male,59,Greater than 45,Caucasian,0,1,0,0,13,0,F,0,0,1,Low,1,Low,2,13,1107,0,0
Male,32,25 - 45,Caucasian,0,5,0,0,28,30,M,0,0,5,Medium,4,Low,6,0,861,0,0
Male,24,Less than 25,African-American,0,2,0,2,0,1,M,1,1,2,Low,4,Low,1,0,387,1,1
Male,40,25 - 45,Hispanic,0,2,0,0,1,3,M,0,0,2,Low,1,Low,0,0,816,0,0
Male,32,25 - 45,African-American,0,1,0,0,0,1,F,0,0,1,Low,2,Low,0,0,1154,0,0
Female,54,Greater than 45,Hispanic,0,1,0,0,0,0,M,0,0,1,Low,1,Low,0,0,1047,0,0
Male,27,25 - 45,African-American,0,10,0,1,800,0,F,1,1,10,High,5,Medium,9,0,28,1,1
Female,40,25 - 45,Hispanic,0,1,0,0,0,93,M,0,0,1,Low,1,Low,1,0,1144,0,0
Male,25,25 - 45,Caucasian,0,8,0,0,12,0,M,0,0,8,High,4,Low,2,12,525,0,0
Male,34,25 - 45,African-American,0,6,0,0,0,1625,M,0,0,6,Medium,7,Medium,1,0,1101,0,0
Female,62,Greater than 45,Caucasian,0,1,0,0,41,43,F,1,0,1,Low,1,Low,2,0,138,1,1
Male,20,Less than 25,Caucasian,0,5,0,0,1,1,M,1,0,5,Medium,6,Medium,0,0,29,1,1
Male,37,25 - 45,African-American,2,9,0,0,1,27,M,0,0,9,High,9,High,18,0,51,0,0
Female,30,25 - 45,Caucasian,0,10,0,0,7,0,F,1,0,10,High,8,High,5,7,235,1,1
Male,23,Less than 25,African-American,0,6,0,0,1,0,F,1,1,6,Medium,6,Medium,1,1,278,0,1
Female,20,Less than 25,African-American,0,8,0,0,0,1,F,0,0,8,High,7,Medium,0,0,740,0,0
Male,29,25 - 45,Caucasian,0,7,0,0,46,67,M,1,1,7,Medium,6,Medium,7,0,99,1,1
Male,24,Less than 25,African-American,0,2,0,0,58,60,F,0,0,2,Low,3,Low,1,0,914,0,0
Female,54,Greater than 45,Caucasian,0,3,0,0,27,49,M,0,0,3,Low,2,Low,1,0,815,0,0
Male,66,Greater than 45,African-American,0,1,0,0,0,37,F,0,0,1,Low,1,Low,3,0,101,0,0
Male,50,Greater than 45,Caucasian,0,2,0,0,12,14,F,0,0,2,Low,5,Medium,8,0,1099,0,0
Male,50,Greater than 45,African-American,0,2,0,0,1,1,F,0,0,2,Low,1,Low,7,0,1151,0,0
Male,40,25 - 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,3,0,1077,0,0
Female,30,25 - 45,African-American,0,7,0,0,1,543,M,1,1,7,Medium,6,Medium,4,0,213,1,1
Female,24,Less than 25,Caucasian,0,7,0,0,2,1,F,0,0,7,Medium,5,Medium,2,1,170,0,0
Male,24,Less than 25,Hispanic,0,6,0,0,1,0,F,1,0,6,Medium,5,Medium,0,1,133,1,1
Female,23,Less than 25,African-American,0,5,0,0,1,1,F,1,1,5,Medium,3,Low,3,0,14,1,1
Male,24,Less than 25,African-American,0,8,0,0,0,1,M,1,0,8,High,5,Medium,4,0,77,1,1
Male,54,Greater than 45,Caucasian,0,1,0,0,2,1,M,1,0,1,Low,1,Low,3,1,281,1,1
Male,25,25 - 45,Caucasian,0,10,0,2,1,4,M,0,0,10,High,7,Medium,4,0,150,0,0
Male,46,Greater than 45,Caucasian,0,1,0,0,2,2,M,0,0,1,Low,1,Low,1,0,980,0,0
Female,35,25 - 45,Hispanic,0,8,0,0,31,40,F,0,0,8,High,5,Medium,10,0,851,0,0
Male,25,25 - 45,Other,0,5,0,0,266,1,F,0,0,5,Medium,3,Low,1,265,1179,0,0
Female,22,Less than 25,Caucasian,0,3,0,0,0,1,M,0,0,3,Low,4,Low,0,0,913,0,0
Female,32,25 - 45,Caucasian,0,2,0,0,2,1,F,0,0,2,Low,1,Low,1,1,840,0,0
Male,25,25 - 45,African-American,0,3,0,0,4,1,M,1,0,3,Low,4,Low,0,3,257,1,1
Male,22,Less than 25,African-American,0,8,0,0,0,308,F,1,0,8,High,7,Medium,3,0,50,0,1
Male,33,25 - 45,African-American,0,9,0,0,1,2,F,1,0,9,High,3,Low,16,0,294,1,1
Female,49,Greater than 45,Caucasian,0,1,0,0,0,1,M,1,0,1,Low,1,Low,0,0,127,0,1
Male,30,25 - 45,African-American,0,5,0,0,105,198,F,0,0,5,Medium,7,Medium,10,0,92,0,0
Male,33,25 - 45,African-American,0,5,0,0,2,1,M,1,1,5,Medium,6,Medium,4,1,65,1,1
Male,24,Less than 25,African-American,0,2,0,0,0,1,F,0,0,2,Low,3,Low,0,0,1184,0,0
Male,33,25 - 45,African-American,0,9,0,1,2,1,M,1,0,9,High,7,Medium,12,1,135,1,1
Male,37,25 - 45,Caucasian,0,2,0,0,1,2,M,1,0,2,Low,1,Low,0,0,739,1,0
Female,40,25 - 45,Caucasian,0,1,0,0,0,0,M,0,0,1,Low,1,Low,0,0,815,0,0
Male,27,25 - 45,Caucasian,0,10,0,0,230,409,F,0,0,10,High,10,High,1,0,506,0,0
Male,43,25 - 45,African-American,0,6,0,0,1,1,F,1,1,6,Medium,2,Low,9,0,2,1,1
Male,26,25 - 45,Caucasian,0,4,0,0,56,33,F,0,0,4,Low,3,Low,11,0,928,0,0
Male,35,25 - 45,African-American,0,6,0,0,2,1,F,1,0,6,Medium,7,Medium,5,1,141,1,1
